x:image,y:label
.\5\294.png,4
.\3\400.png,2
.\1\549.png,0
.\4\165.png,3
.\3\102.png,2
.\2\391.png,1
.\4\449.png,3
.\1\199.png,0
.\3\110.png,2
.\2\527.png,1
.\3\285.png,2
.\4\57.png,3
.\1\22.png,0
.\1\41.png,0
.\1\411.png,0
.\2\591.png,1
.\3\390.png,2
.\4\513.png,3
.\1\324.png,0
.\1\83.png,0
.\5\383.png,4
.\1\87.png,0
.\5\118.png,4
.\2\143.png,1
.\5\128.png,4
.\4\358.png,3
.\4\255.png,3
.\2\139.png,1
.\1\154.png,0
.\3\322.png,2
.\3\211.png,2
.\3\509.png,2
.\1\399.png,0
.\5\43.png,4
.\5\183.png,4
.\3\258.png,2
.\2\404.png,1
.\3\415.png,2
.\1\319.png,0
.\1\494.png,0
.\4\159.png,3
.\5\115.png,4
.\4\485.png,3
.\3\164.png,2
.\1\312.png,0
.\3\209.png,2
.\4\1.png,3
.\3\510.png,2
.\4\545.png,3
.\3\320.png,2
.\2\485.png,1
.\1\524.png,0
.\3\195.png,2
.\4\269.png,3
.\2\189.png,1
.\3\504.png,2
.\4\51.png,3
.\2\260.png,1
.\2\52.png,1
.\2\355.png,1
.\4\5.png,3
.\4\124.png,3
.\1\131.png,0
.\3\100.png,2
.\3\442.png,2
.\4\333.png,3
.\1\442.png,0
.\5\319.png,4
.\2\513.png,1
.\3\356.png,2
.\2\297.png,1
.\2\332.png,1
.\1\253.png,0
.\1\526.png,0
.\5\279.png,4
.\1\514.png,0
.\3\307.png,2
.\2\196.png,1
.\1\332.png,0
.\5\317.png,4
.\5\13.png,4
.\1\50.png,0
.\1\345.png,0
.\4\157.png,3
.\2\35.png,1
.\4\304.png,3
.\3\160.png,2
.\4\339.png,3
.\2\65.png,1
.\2\204.png,1
.\1\340.png,0
.\2\287.png,1
.\1\278.png,0
.\5\392.png,4
.\1\288.png,0
.\5\357.png,4
.\3\18.png,2
.\5\107.png,4
.\2\471.png,1
.\4\367.png,3
.\1\73.png,0
.\5\435.png,4
.\2\357.png,1
.\5\181.png,4
.\3\177.png,2
.\2\233.png,1
.\5\47.png,4
.\1\390.png,0
.\4\411.png,3
.\2\463.png,1
.\4\137.png,3
.\3\438.png,2
.\3\430.png,2
.\5\25.png,4
.\1\86.png,0
.\3\241.png,2
.\1\124.png,0
.\2\157.png,1
.\4\423.png,3
.\5\132.png,4
.\3\364.png,2
.\2\502.png,1
.\3\43.png,2
.\5\24.png,4
.\4\173.png,3
.\4\273.png,3
.\3\325.png,2
.\2\338.png,1
.\2\211.png,1
.\4\117.png,3
.\2\535.png,1
.\4\19.png,3
.\4\152.png,3
.\2\178.png,1
.\2\481.png,1
.\3\63.png,2
.\1\337.png,0
.\4\93.png,3
.\4\310.png,3
.\5\54.png,4
.\1\102.png,0
.\2\505.png,1
.\4\272.png,3
.\1\467.png,0
.\3\385.png,2
.\3\407.png,2
.\1\65.png,0
.\1\438.png,0
.\1\231.png,0
.\3\424.png,2
.\5\155.png,4
.\3\66.png,2
.\4\122.png,3
.\2\318.png,1
.\5\140.png,4
.\5\71.png,4
.\2\354.png,1
.\1\150.png,0
.\2\365.png,1
.\3\8.png,2
.\2\48.png,1
.\3\443.png,2
.\1\338.png,0
.\2\199.png,1
.\3\192.png,2
.\1\528.png,0
.\5\59.png,4
.\5\480.png,4
.\4\217.png,3
.\2\127.png,1
.\2\1.png,1
.\2\29.png,1
.\2\275.png,1
.\2\206.png,1
.\1\372.png,0
.\3\39.png,2
.\3\275.png,2
.\3\462.png,2
.\3\470.png,2
.\1\242.png,0
.\4\238.png,3
.\1\197.png,0
.\2\241.png,1
.\5\214.png,4
.\1\159.png,0
.\3\345.png,2
.\1\348.png,0
.\4\471.png,3
.\4\403.png,3
.\1\88.png,0
.\3\158.png,2
.\5\381.png,4
.\5\445.png,4
.\4\298.png,3
.\4\65.png,3
.\5\74.png,4
.\2\86.png,1
.\1\527.png,0
.\5\295.png,4
.\3\113.png,2
.\4\224.png,3
.\4\115.png,3
.\2\99.png,1
.\1\47.png,0
.\1\495.png,0
.\1\401.png,0
.\2\583.png,1
.\4\533.png,3
.\4\229.png,3
.\2\17.png,1
.\4\43.png,3
.\3\507.png,2
.\2\448.png,1
.\4\404.png,3
.\3\223.png,2
.\5\328.png,4
.\3\343.png,2
.\1\353.png,0
.\3\227.png,2
.\1\190.png,0
.\1\366.png,0
.\1\491.png,0
.\1\78.png,0
.\2\150.png,1
.\2\553.png,1
.\4\329.png,3
.\2\77.png,1
.\2\283.png,1
.\4\13.png,3
.\5\481.png,4
.\2\249.png,1
.\2\213.png,1
.\2\376.png,1
.\2\315.png,1
.\5\302.png,4
.\2\494.png,1
.\4\335.png,3
.\4\142.png,3
.\3\30.png,2
.\2\13.png,1
.\4\469.png,3
.\1\69.png,0
.\3\60.png,2
.\4\136.png,3
.\4\125.png,3
.\5\112.png,4
.\4\536.png,3
.\5\196.png,4
.\1\530.png,0
.\2\592.png,1
.\5\411.png,4
.\1\13.png,0
.\4\383.png,3
.\3\353.png,2
.\5\321.png,4
.\1\274.png,0
.\3\265.png,2
.\3\344.png,2
.\1\331.png,0
.\5\167.png,4
.\3\154.png,2
.\2\385.png,1
.\4\356.png,3
.\4\520.png,3
.\5\337.png,4
.\5\324.png,4
.\1\517.png,0
.\2\183.png,1
.\4\550.png,3
.\4\21.png,3
.\2\239.png,1
.\4\518.png,3
.\3\80.png,2
.\2\248.png,1
.\2\458.png,1
.\1\507.png,0
.\5\352.png,4
.\5\291.png,4
.\2\569.png,1
.\2\68.png,1
.\1\306.png,0
.\3\494.png,2
.\5\147.png,4
.\5\190.png,4
.\2\435.png,1
.\3\109.png,2
.\3\32.png,2
.\4\82.png,3
.\3\304.png,2
.\5\224.png,4
.\3\14.png,2
.\2\301.png,1
.\1\316.png,0
.\3\368.png,2
.\1\238.png,0
.\3\354.png,2
.\4\92.png,3
.\2\544.png,1
.\2\450.png,1
.\5\341.png,4
.\5\149.png,4
.\4\343.png,3
.\5\182.png,4
.\1\318.png,0
.\5\456.png,4
.\5\69.png,4
.\4\364.png,3
.\2\388.png,1
.\1\370.png,0
.\2\416.png,1
.\5\490.png,4
.\3\486.png,2
.\1\152.png,0
.\1\121.png,0
.\4\284.png,3
.\2\267.png,1
.\3\94.png,2
.\5\384.png,4
.\5\400.png,4
.\2\74.png,1
.\1\81.png,0
.\3\61.png,2
.\1\328.png,0
.\1\202.png,0
.\5\436.png,4
.\4\211.png,3
.\2\215.png,1
.\3\377.png,2
.\4\261.png,3
.\2\584.png,1
.\3\97.png,2
.\2\272.png,1
.\4\262.png,3
.\3\116.png,2
.\2\340.png,1
.\4\392.png,3
.\1\350.png,0
.\2\498.png,1
.\2\375.png,1
.\5\205.png,4
.\4\311.png,3
.\1\92.png,0
.\5\187.png,4
.\4\517.png,3
.\4\169.png,3
.\2\343.png,1
.\2\152.png,1
.\1\171.png,0
.\2\27.png,1
.\4\494.png,3
.\5\322.png,4
.\2\572.png,1
.\3\417.png,2
.\3\452.png,2
.\3\120.png,2
.\5\401.png,4
.\1\289.png,0
.\1\424.png,0
.\4\109.png,3
.\5\289.png,4
.\1\339.png,0
.\1\556.png,0
.\4\409.png,3
.\2\216.png,1
.\1\341.png,0
.\1\385.png,0
.\3\17.png,2
.\3\137.png,2
.\1\33.png,0
.\1\570.png,0
.\3\136.png,2
.\1\37.png,0
.\2\574.png,1
.\3\266.png,2
.\2\408.png,1
.\2\504.png,1
.\1\129.png,0
.\2\109.png,1
.\2\414.png,1
.\4\200.png,3
.\4\199.png,3
.\2\182.png,1
.\1\427.png,0
.\3\358.png,2
.\1\535.png,0
.\5\478.png,4
.\2\593.png,1
.\3\171.png,2
.\5\351.png,4
.\2\44.png,1
.\2\173.png,1
.\5\185.png,4
.\4\527.png,3
.\1\553.png,0
.\4\164.png,3
.\5\388.png,4
.\2\381.png,1
.\2\426.png,1
.\4\279.png,3
.\2\334.png,1
.\3\162.png,2
.\2\85.png,1
.\2\389.png,1
.\2\185.png,1
.\2\497.png,1
.\4\49.png,3
.\3\119.png,2
.\3\126.png,2
.\1\497.png,0
.\5\30.png,4
.\5\422.png,4
.\3\207.png,2
.\4\205.png,3
.\3\403.png,2
.\2\73.png,1
.\1\551.png,0
.\5\331.png,4
.\4\110.png,3
.\1\415.png,0
.\1\248.png,0
.\4\113.png,3
.\3\329.png,2
.\2\194.png,1
.\3\373.png,2
.\2\282.png,1
.\3\200.png,2
.\5\486.png,4
.\4\29.png,3
.\2\54.png,1
.\5\255.png,4
.\4\427.png,3
.\5\270.png,4
.\5\63.png,4
.\1\210.png,0
.\3\492.png,2
.\3\26.png,2
.\1\432.png,0
.\2\71.png,1
.\3\538.png,2
.\1\503.png,0
.\1\27.png,0
.\5\377.png,4
.\4\123.png,3
.\2\190.png,1
.\2\533.png,1
.\1\91.png,0
.\1\9.png,0
.\4\283.png,3
.\2\411.png,1
.\1\400.png,0
.\3\46.png,2
.\4\46.png,3
.\3\141.png,2
.\3\491.png,2
.\3\309.png,2
.\2\335.png,1
.\1\145.png,0
.\2\238.png,1
.\2\579.png,1
.\5\461.png,4
.\1\314.png,0
.\1\334.png,0
.\2\578.png,1
.\1\64.png,0
.\3\187.png,2
.\1\227.png,0
.\2\451.png,1
.\2\430.png,1
.\4\80.png,3
.\3\490.png,2
.\3\118.png,2
.\3\27.png,2
.\1\15.png,0
.\4\106.png,3
.\1\196.png,0
.\5\96.png,4
.\3\532.png,2
.\5\116.png,4
.\4\243.png,3
.\5\257.png,4
.\2\121.png,1
.\4\385.png,3
.\5\382.png,4
.\2\8.png,1
.\2\402.png,1
.\4\263.png,3
.\1\367.png,0
.\2\112.png,1
.\2\191.png,1
.\2\462.png,1
.\4\453.png,3
.\3\549.png,2
.\4\448.png,3
.\4\397.png,3
.\2\333.png,1
.\2\587.png,1
.\1\267.png,0
.\4\208.png,3
.\4\514.png,3
.\4\340.png,3
.\4\495.png,3
.\1\52.png,0
.\2\104.png,1
.\5\360.png,4
.\2\119.png,1
.\2\124.png,1
.\4\176.png,3
.\2\250.png,1
.\1\552.png,0
.\5\89.png,4
.\1\511.png,0
.\1\25.png,0
.\4\178.png,3
.\4\2.png,3
.\1\434.png,0
.\1\326.png,0
.\1\44.png,0
.\4\416.png,3
.\2\576.png,1
.\3\310.png,2
.\5\287.png,4
.\4\209.png,3
.\2\515.png,1
.\1\364.png,0
.\1\23.png,0
.\2\595.png,1
.\4\496.png,3
.\3\59.png,2
.\3\500.png,2
.\2\600.png,1
.\1\465.png,0
.\2\113.png,1
.\5\237.png,4
.\5\447.png,4
.\4\52.png,3
.\1\296.png,0
.\5\278.png,4
.\4\491.png,3
.\3\402.png,2
.\2\23.png,1
.\1\302.png,0
.\1\181.png,0
.\4\268.png,3
.\5\180.png,4
.\3\311.png,2
.\1\226.png,0
.\2\58.png,1
.\1\208.png,0
.\3\34.png,2
.\1\493.png,0
.\4\553.png,3
.\3\76.png,2
.\2\352.png,1
.\4\86.png,3
.\1\449.png,0
.\2\144.png,1
.\1\29.png,0
.\4\361.png,3
.\3\338.png,2
.\5\404.png,4
.\2\311.png,1
.\5\423.png,4
.\5\238.png,4
.\4\61.png,3
.\2\33.png,1
.\2\439.png,1
.\5\484.png,4
.\3\62.png,2
.\1\255.png,0
.\1\163.png,0
.\4\405.png,3
.\5\48.png,4
.\5\141.png,4
.\2\464.png,1
.\2\252.png,1
.\1\567.png,0
.\3\465.png,2
.\5\133.png,4
.\1\474.png,0
.\4\95.png,3
.\2\247.png,1
.\3\459.png,2
.\4\347.png,3
.\2\499.png,1
.\5\100.png,4
.\3\184.png,2
.\5\34.png,4
.\4\375.png,3
.\2\198.png,1
.\4\194.png,3
.\5\164.png,4
.\1\330.png,0
.\5\216.png,4
.\5\248.png,4
.\3\131.png,2
.\3\437.png,2
.\2\342.png,1
.\2\235.png,1
.\2\324.png,1
.\5\363.png,4
.\2\116.png,1
.\1\352.png,0
.\2\39.png,1
.\4\515.png,3
.\2\138.png,1
.\4\44.png,3
.\1\72.png,0
.\1\391.png,0
.\5\261.png,4
.\5\460.png,4
.\1\529.png,0
.\1\537.png,0
.\2\234.png,1
.\5\297.png,4
.\2\371.png,1
.\3\537.png,2
.\5\249.png,4
.\3\326.png,2
.\5\440.png,4
.\2\518.png,1
.\4\381.png,3
.\4\499.png,3
.\2\563.png,1
.\4\85.png,3
.\5\300.png,4
.\2\56.png,1
.\1\359.png,0
.\4\237.png,3
.\2\353.png,1
.\5\242.png,4
.\3\386.png,2
.\4\119.png,3
.\3\357.png,2
.\4\301.png,3
.\4\297.png,3
.\3\276.png,2
.\2\308.png,1
.\3\293.png,2
.\3\484.png,2
.\2\154.png,1
.\2\490.png,1
.\2\373.png,1
.\3\428.png,2
.\1\45.png,0
.\1\356.png,0
.\3\77.png,2
.\2\585.png,1
.\1\137.png,0
.\4\475.png,3
.\5\356.png,4
.\3\298.png,2
.\5\51.png,4
.\5\82.png,4
.\4\353.png,3
.\4\260.png,3
.\3\54.png,2
.\5\410.png,4
.\3\503.png,2
.\5\171.png,4
.\5\188.png,4
.\1\450.png,0
.\4\104.png,3
.\4\362.png,3
.\4\275.png,3
.\3\419.png,2
.\1\559.png,0
.\5\471.png,4
.\1\335.png,0
.\2\269.png,1
.\5\464.png,4
.\1\58.png,0
.\3\480.png,2
.\2\555.png,1
.\1\207.png,0
.\4\543.png,3
.\1\116.png,0
.\1\263.png,0
.\5\346.png,4
.\1\439.png,0
.\4\121.png,3
.\3\546.png,2
.\2\413.png,1
.\2\49.png,1
.\4\62.png,3
.\4\70.png,3
.\5\271.png,4
.\1\285.png,0
.\1\21.png,0
.\2\444.png,1
.\2\161.png,1
.\5\65.png,4
.\4\321.png,3
.\3\149.png,2
.\5\334.png,4
.\4\45.png,3
.\2\230.png,1
.\2\401.png,1
.\5\254.png,4
.\4\421.png,3
.\3\286.png,2
.\3\473.png,2
.\2\571.png,1
.\5\192.png,4
.\4\107.png,3
.\1\440.png,0
.\3\476.png,2
.\3\56.png,2
.\3\315.png,2
.\1\368.png,0
.\3\445.png,2
.\2\4.png,1
.\4\27.png,3
.\1\100.png,0
.\1\97.png,0
.\1\234.png,0
.\2\329.png,1
.\5\307.png,4
.\3\38.png,2
.\3\40.png,2
.\5\4.png,4
.\5\303.png,4
.\5\275.png,4
.\1\46.png,0
.\4\91.png,3
.\2\231.png,1
.\4\509.png,3
.\5\20.png,4
.\1\343.png,0
.\5\489.png,4
.\5\88.png,4
.\3\324.png,2
.\4\441.png,3
.\5\320.png,4
.\3\2.png,2
.\5\53.png,4
.\4\413.png,3
.\3\190.png,2
.\2\278.png,1
.\4\428.png,3
.\3\151.png,2
.\2\75.png,1
.\3\506.png,2
.\3\235.png,2
.\1\398.png,0
.\1\230.png,0
.\1\141.png,0
.\5\338.png,4
.\4\350.png,3
.\2\466.png,1
.\3\525.png,2
.\4\379.png,3
.\4\389.png,3
.\3\99.png,2
.\5\487.png,4
.\3\234.png,2
.\1\265.png,0
.\4\163.png,3
.\2\110.png,1
.\1\443.png,0
.\4\103.png,3
.\3\367.png,2
